SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1006299703000010,2007457099,000010,Y101,TDLS8000,1,A,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/09/01,2021/09/16,,1009,TDLS8000-E1-A1-FC-A1-J-N/MU/Z,,,,,,2021/08/19,,2021/09/16,
1006299704000010,2007457099,000020,Y101,YC8000,1,A,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/09/01,2021/09/16,,1009,YC8000-EN-40-SS-3-NH-EP-N/MU/Z,,,,,,2021/08/19,,2021/09/16,
1006299705000010,2007457099,000030,Y101,K9775XA,1,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9775XA,,,,,,2021/08/13,,2021/09/16,
1006299706000010,2007457099,000040,Y101,K9771JN,2,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9771JN,,,,,,2021/08/13,,2021/09/16,
1006299731000010,2007457099,000090,Y101,K9771CB,1,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9771CB,,,,,,2021/08/13,,2021/09/16,
1006299732000010,2007457099,000100,Y101,K9775UD,1,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9775UD,,,,,,2021/08/13,,2021/09/16,
1006299733000010,2007457099,000110,Y101,K9771DA,1,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9771DA,,,,,,2021/08/13,,2021/09/16,
1006299734000010,2007457099,000120,Y101,K9771DC,1,,L2Q00,4509138225,4509138225,C2Q00012,IN,2021/08/26,2021/09/16,,1009,K9771DC,,,,,,2021/08/13,,2021/09/16,
1006310165000010,2007451455,000110,Y101,IR400,1,A,L2Q00,4509130104,4509130104,C2Q00012,IN,2021/09/21,2021/09/15,,1022,IR400-K2BFBFBGNN3N-4TC/C,YMG,5826,2007451481,000070,2021/05/31,2021/09/10,2021/09/07,2021/09/07,Ship Out
1006332906000010,2007317551,000220,Y101,YTA510,8,B,L2Q00,4508929428,4508929428,200088502,IN,2021/09/06,,,1023,YTA510-L9DDKAA/X2/KS27,,,,,,2021/08/16,,2021/11/17,
1006332907000010,2007317551,000230,Y101,YFGW520,6,B,L2Q00,4508929428,4508929428,200088502,IN,2021/09/06,,,1023,YFGW520-A114A-S10KANNAA/X2/KF27,,,,,,2021/08/16,,2021/11/17,
1006332908000010,2007317551,000240,Y101,YTMXBP,8,,L2Q00,4508929428,4508929428,200088502,IN,2021/08/13,,,1023,YTMXBP-C7,,,,,,2021/07/13,,2021/11/17,
1006332933000010,2007317551,000280,Y101,DOCQCB,1,,L2Q00,4508929428,4508929428,200088502,IN,2021/07/30,,,1022,DOCQCB-EN,,,,,,2021/07/14,,,
1006332934000010,2007317551,000290,Y101,EJX530B,20,B,L2Q00,4508929428,4508929428,200088502,IN,2021/08/13,,,1023,EJX530B-LDH4N-08JDF/KS27/D3/X2/T08/M15,,,,,,2021/07/13,,2021/11/17,
1006332935000010,2007317551,000300,Y101,EJX530B,3,B,L2Q00,4508929428,4508929428,200088502,IN,2021/08/13,,,1023,EJX530B-LDH4N-08JDF/KS27/D3/X2/T08/M15,,,,,,2021/07/13,,2021/11/17,
1006335070000010,2007317551,000320,Y101,CO1000,1,,L2Q00,4508929428,4508929428,C2Q00012,IN,2021/11/15,,,1092,CO1000,,,,,,2021/06/08,,,
1006338526000010,2007317551,000340,Y101,F9915KU,10,,L2Q00,4508929428,4508929428,200088502,IN,2021/07/09,,,1023,F9915KU,,,,,,2021/06/17,,2021/11/17,
1006338527000010,2007317551,000350,Y101,F9915KU,4,,L2Q00,4508929428,4508929428,200088502,IN,2021/07/09,,,1023,F9915KU,,,,,,2021/06/16,,2021/11/17,
1006338528000010,2007317551,000360,Y101,F9195VG,10,,L2Q00,4508929428,4508929428,200088502,IN,2021/07/09,,,1023,F9195VG,,,,,,2021/06/21,,2021/11/17,
1006338529000010,2007317551,000370,Y101,F9195VG,4,,L2Q00,4508929428,4508929428,200088502,IN,2021/07/09,,,1023,F9195VG,,,,,,2021/06/21,,2021/11/17,
1006341627000010,2007500811,000010,Y101,IR202,1,A,L2Q00,4509192207,4509192207,C2Q00012,IN,2021/10/08,2021/10/01,,1022,IR202-A-DN-NN-NN-NN-09-NNN-4TE-EU-A-NN,YMG,5826,2007500885,000010,2021/06/11,2021/09/29,2021/09/28,2021/09/28,Ship Out
1006342281000010,2007406658,000040,Y101,GAS99,1,,L2Q00,4509077826,4509077826,C2Q00012,IN,2021/09/30,2021/09/29,,1022,GAS99/Z,YMG,5826,2007408389,000040,2021/06/29,2021/09/21,2021/08/26,2021/09/17,Ship Out
1006342282000010,2007406658,000050,Y101,GAS99,1,,L2Q00,4509077826,4509077826,C2Q00012,IN,2021/09/30,2021/09/29,,1022,GAS99/Z,YMG,5826,2007408389,000050,2021/06/29,2021/09/21,2021/08/26,2021/09/17,Ship Out
1006342443000010,2007406658,000060,Y101,GAS99,1,,L2Q00,4509077826,4509077826,C2Q00012,IN,2021/09/30,2021/09/29,,1022,GAS99/Z,YMG,5826,2007408389,000060,2021/06/29,2021/09/21,2021/08/26,2021/09/17,Ship Out
1006356917000010,2007515713,000030,Y101,LS1SN001,3,,L2Q00,4509211238,4509211238,C2Q00012,IN,2021/06/25,2021/10/11,,1092,LS1SN001-E01/AV,,,,,,2021/06/25,,2021/10/11,
1006357986000010,2007462442,000170,Y101,LS1SN001,3,,L2Q00,4509144473,4509144473,C2Q00012,IN,2021/06/25,2021/10/11,,1092,LS1SN001-E01/AV,,,,,,2021/06/25,,2021/10/11,
1006358148000010,2007516731,000030,Y101,LS1SN001,3,,L2Q00,4509212890,4509212890,C2Q00012,IN,2021/06/24,2021/10/08,,1092,LS1SN001-E01/AV,,,,,,2021/06/24,,2021/10/08,
1006371701000010,2007388070,000060,Y101,FTSPRG,1,,L2Q00,4509015336,4509015336,C2Q00012,IN,2021/10/27,,,1022,FTSPRG-S1,,,,,,2021/10/20,,,
1006372616000010,2007535430,000010,Y101,SS2CPMLM,1,,L2Q00,4509236266,4509236266,C2Q00012,IN,2021/09/21,2021/09/20,,1009,SS2CPMLM-V1101-S1112,YAS,3U12,2007702573,000010,2021/09/06,2021/09/13,2021/09/09,2021/09/20,Ship Out
1006376278000010,2007534886,000040,Y101,S9129FA,2,,L2Q00,4509235842,4509235842,C2Q00012,IN,2021/10/11,2021/10/06,,1022,S9129FA,YMG,5828,2007535048,000010,2021/06/24,2021/10/01,2021/09/29,2021/09/29,Ship Out
1006383303000010,2007541954,000010,Y101,SS2CPMLM,1,,L2Q00,4509244387,4509244387,C2Q00012,IN,2021/09/12,2021/09/13,,1009,SS2CPMLM-V1101-S1012,YAS,3U12,2007679364,000010,2021/08/26,2021/09/02,2021/09/01,2021/09/13,Ship Out
1006384478000010,2007379286,000090,Y101,EJA530E,5,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA530E-JDS4N-012EL/D4,YMG,5826,2007544668,000010,2021/08/11,2021/08/19,2021/08/17,2021/08/17,Ship Out
1006384479000010,2007379286,000100,Y101,DOCQCB,1,,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/07/15,2021/11/26,,1022,DOCQCB-EN,,,,,,2021/07/08,,2021/11/12,
1006384480000010,2007379286,000110,Y101,EJA530E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/10/08,2021/11/26,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,000020,2021/09/10,2021/09/30,2021/09/16,2021/09/18,Ship Out
1006384482000010,2007379286,000130,Y101,EJA530E,3,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA530E-JDS4N-012EL/D4/HG,YMG,5826,2007544668,000030,2021/08/11,2021/08/19,2021/08/17,2021/08/17,Ship Out
1006384484000010,2007379286,000150,Y101,EJA110E,9,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JMS4J-912EB/D4,YMG,5826,2007544668,000040,2021/08/12,2021/08/19,2021/08/16,2021/08/16,Ship Out
1006384486000010,2007379286,000170,Y101,EJA120E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA120E-JES4J-912EB/HAC,YMG,5826,2007544668,000050,2021/08/10,2021/08/19,2021/08/19,2021/08/19,Ship Out
1006384488000010,2007379286,000190,Y101,EJA110E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JFS4J-912EB/D4,YMG,5826,2007544668,000060,2021/08/10,2021/08/19,2021/08/19,2021/08/19,Ship Out
1006384490000010,2007379286,000210,Y101,EJA530E,8,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/10/08,2021/11/26,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,000070,2021/09/03,2021/09/30,2021/09/09,2021/09/18,Ship Out
1006384492000010,2007379286,000230,Y101,EJA530E,9,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/10/08,2021/11/26,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,000080,2021/09/07,2021/09/30,2021/09/13,2021/09/18,Ship Out
1006384494000010,2007379286,000250,Y101,EJA510E,2,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA510E-JAS4N-012EL/D4,YMG,5826,2007544668,000090,2021/07/29,2021/08/19,2021/08/14,2021/08/14,Ship Out
1006384496000010,2007379286,000270,Y101,EJA110E,5,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JFS4J-912EB/D4,YMG,5826,2007544668,000100,2021/08/10,2021/08/19,2021/08/19,2021/08/19,Ship Out
1006384498000010,2007379286,000290,Y101,EJA110E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JHS4J-912EB/D4,YMG,5826,2007544668,000110,2021/08/12,2021/08/19,2021/08/16,2021/08/16,Ship Out
1006384500000010,2007379286,000310,Y101,EJA110E,11,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JMS4J-912EB/D4,YMG,5826,2007544668,000120,2021/08/12,2021/08/19,2021/08/16,2021/08/16,Ship Out
1006384502000010,2007379286,000330,Y101,EJA110E,4,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JMS4J-912EB/D4/HG,YMG,5826,2007544668,000130,2021/08/12,2021/08/19,2021/08/16,2021/08/16,Ship Out
1006384504000010,2007379286,000350,Y101,EJX110A,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJX110A-JVS4J-912EB/D4,YMG,5826,2007544668,000140,2021/08/12,2021/08/19,2021/08/17,2021/08/17,Ship Out
1006384506000010,2007379286,000370,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/09/29,2021/11/26,,1022,EJA130E-JHS4Z-912EB/D4,YMG,5826,2007544668,000150,2021/09/07,2021/09/17,2021/09/16,2021/09/16,Ship Out
1006384508000010,2007379286,000390,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA130E-JHS4J-912EB/D4,YMG,5826,2007544668,000160,2021/07/30,2021/08/19,2021/08/18,2021/08/18,Ship Out
1006384510000010,2007379286,000410,Y101,EJA130E,6,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/09/27,2021/11/26,,1022,EJA130E-JMS4Z-912EB/D4/Z,YMG,5826,2007544668,000170,2021/08/27,2021/09/15,2021/09/06,2021/09/08,Ship Out
1006384512000010,2007379286,000430,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/09/27,2021/11/26,,1022,EJA130E-JMS4Z-912EB/D4/Z,YMG,5826,2007544668,000180,2021/08/27,2021/09/15,2021/09/06,2021/09/08,Ship Out
1006384514000010,2007379286,000450,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/10/12,2021/11/26,,1022,EJA130E-JZS4Z-912EB/D4/Z,YMG,5826,2007544668,000190,2021/09/21,2021/10/04,2021/10/04,2021/10/04,Ship Out
1006384516000010,2007379286,000470,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/10/18,2021/11/26,,1022,EJA130E-JZS4Z-912EB/D4/Z,YMG,5826,2007544668,000200,2021/09/28,2021/10/08,2021/10/07,2021/10/07,Ship Out
1006384518000010,2007379286,000490,Y101,EJA110E,2,B,L2Q00,4509004732,4509004732,C2Q00012,IN,2021/08/27,2021/11/26,,1022,EJA110E-JFS4J-912EB/D4,YMG,5826,2007544668,000210,2021/08/10,2021/08/19,2021/08/19,2021/08/19,Ship Out
1006395089000010,2007555595,000010,Y101,IR400,1,A,L2Q00,4509260831,4509260831,C2Q00012,IN,2021/10/11,2021/10/06,,1022,IR400-GNBNBNNNNNNN-4TC/C,YMG,5826,2007555803,000010,2021/07/05,2021/10/01,2021/10/01,2021/10/01,Ship Out
1006396640000010,2007556925,000010,Y101,TDLS8100,1,A,L2Q00,4509262542,4509262542,C2Q00012,IN,2021/11/01,2021/10/29,,1072,TDLS8100-E1-L-L1-NN-ZZZ-S-ZZ-A1-N-N/Z,YMG,5831,2007557503,000010,2021/09/07,2021/10/22,2021/10/21,2021/10/21,Ship Out
1006400843000010,2007560337,000010,Y101,TDLS8100,1,A,L2Q00,4509266477,4509266477,C2Q00012,IN,2021/11/01,2021/10/29,,1072,TDLS8100-E1-L-L1-NN-ZZZ-S-ZZ-A1-N-N/Z,YMG,5831,2007560598,000010,2021/09/07,2021/10/22,2021/10/21,2021/10/21,Ship Out
1006401055000010,2007549101,000100,Y101,S2SC70D,6,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,S2SC70D-SA11010,,,,,,2021/08/27,,2021/09/24,
1006401056000010,2007549101,000110,Y101,SEC402,12,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SEC402-51,YAS,3U12,2007549106,000110,2021/07/28,2021/08/27,2021/08/12,2021/09/24,Ship Out
1006401057000010,2007549101,000120,Y101,SAI143,78,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/14,2021/09/24,,1009,SAI143-H63,YAS,3U12,2007549106,000120,2021/07/29,2021/09/06,2021/08/25,2021/09/24,Ship Out
1006401058000010,2007549101,000130,Y101,SDV144,99,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/14,2021/09/24,,1009,SDV144-S63,YAS,3U12,2007549106,000130,2021/07/29,2021/09/06,2021/08/27,2021/09/24,Ship Out
1006401059000010,2007549101,000140,Y101,SDV144,81,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/14,2021/09/24,,1009,SDV144-S63,YAS,3U12,2007549106,000140,2021/07/29,2021/09/06,2021/08/26,2021/09/24,Ship Out
1006401067000010,2007469694,000090,Y101,FX1002,3,A,L2Q00,4509152959,4509152959,C2Q00012,IN,2021/09/17,2021/09/22,,1009,FX1002-7-2-L/C2/C7/F1/M1/USB1,YCS,5F12,2007561233,000010,2021/08/30,2021/09/09,2021/09/01,2021/09/22,Ship Out
1006401090000010,2007549101,000150,Y101,SDV541,99,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/14,2021/09/24,,1009,SDV541-S63,YAS,3U12,2007549106,000150,2021/07/29,2021/09/06,2021/08/24,2021/09/24,Ship Out
1006401091000010,2007549101,000160,Y101,SDV541,61,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/14,2021/09/24,,1009,SDV541-S63,YAS,3U12,2007549106,000160,2021/07/29,2021/09/06,2021/08/23,2021/09/24,Ship Out
1006401092000010,2007549101,000170,Y101,SNT401,2,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SNT401-5F/CU1N,YAS,3U12,2007549106,000170,2021/08/03,2021/08/27,2021/08/20,2021/09/24,Ship Out
1006401093000010,2007549101,000180,Y101,SNT401,6,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SNT401-5F/CU1T,YAS,3U12,2007549106,000180,2021/08/03,2021/08/27,2021/08/20,2021/09/24,Ship Out
1006401094000010,2007549101,000190,Y101,SNT501,8,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SNT501-5F,YAS,3U12,2007549106,000190,2021/08/03,2021/08/27,2021/08/19,2021/09/24,Ship Out
1006401095000010,2007549101,000200,Y101,SNB10D,43,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SNB10D-415/CU2N,YAS,3U12,2007549106,000200,2021/07/21,2021/08/27,2021/08/12,2021/09/24,Ship Out
1006401096000010,2007549101,000210,Y101,SNB10D,10,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SNB10D-415/CU2T,YAS,3U12,2007549106,000210,2021/07/21,2021/08/27,2021/08/13,2021/09/24,Ship Out
1006401097000010,2007549101,000220,Y101,SDCV01,26,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SDCV01,YAS,3U12,2007549106,000220,2021/08/04,2021/08/27,2021/08/12,2021/09/24,Ship Out
1006401098000010,2007549101,000230,Y101,YCB301,99,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,YCB301-C020,YAS,3U12,2007549106,000230,2021/07/29,2021/08/27,2021/08/07,2021/09/24,Ship Out
1006401099000010,2007549101,000240,Y101,YCB301,3,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,YCB301-C020,YAS,3U12,2007549106,000240,2021/07/29,2021/08/27,2021/08/06,2021/09/24,Ship Out
1006401100000010,2007549101,000250,Y101,YCB301,12,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,YCB301-C100,YAS,3U12,2007549106,000250,2021/07/29,2021/08/27,2021/08/06,2021/09/24,Ship Out
1006401101000010,2007549101,000260,Y101,YCB301,12,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,YCB301-C300,YAS,3U12,2007549106,000260,2021/07/29,2021/08/27,2021/08/06,2021/09/24,Ship Out
1006401102000010,2007549101,000270,Y101,SEA4D,20,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SEA4D-06,YAS,3U12,2007549106,000270,2021/08/03,2021/08/27,2021/08/20,2021/09/24,Ship Out
1006401103000010,2007549101,000280,Y101,SED4D,92,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,SED4D-06,YAS,3U12,2007549106,000280,2021/08/03,2021/08/27,2021/08/24,2021/09/24,Ship Out
1006401306000010,2007549101,000290,Y101,AFV30D,9,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,AFV30D-A41152,,,,,,2021/08/27,,2021/09/24,
1006401307000010,2007549101,000300,Y101,EC402,12,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,EC402-50,YAS,3U12,2007549106,000300,2021/07/28,2021/08/27,2021/08/14,2021/09/24,Ship Out
1006401388000010,2007549101,000310,Y101,AAI841,32,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,AAI841-H50/K4A00,YAS,3U12,2007549106,000310,2021/07/30,2021/08/27,2021/08/14,2021/09/24,Ship Out
1006401389000010,2007549101,000320,Y101,AAI141,57,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,AAI141-H50/K4A00,YAS,3U12,2007549106,000320,2021/07/30,2021/08/27,2021/08/16,2021/09/24,Ship Out
1006401390000010,2007549101,000330,Y101,AAI543,20,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,AAI543-H60/K4A00,YAS,3U12,2007549106,000330,2021/07/30,2021/08/27,2021/08/16,2021/09/24,Ship Out
1006401391000010,2007549101,000340,Y101,ALF111,99,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ALF111-S50,YAS,3U12,2007549106,000340,2021/08/04,2021/08/27,2021/08/21,2021/09/24,Ship Out
1006401392000010,2007549101,000350,Y101,ALF111,89,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ALF111-S50,YAS,3U12,2007549106,000350,2021/08/04,2021/08/27,2021/08/24,2021/09/24,Ship Out
1006401393000010,2007549101,000360,Y101,ADV151,64,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ADV151-E60/D5A00,YAS,3U12,2007549106,000360,2021/07/30,2021/08/27,2021/08/19,2021/09/24,Ship Out
1006401394000010,2007549101,000370,Y101,ADV551,35,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ADV551-P60/D5A00,YAS,3U12,2007549106,000370,2021/07/30,2021/08/27,2021/08/19,2021/09/24,Ship Out
1006401395000010,2007549101,000380,Y101,ANT401,2,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ANT401-5E/CU1N,YAS,3U12,2007549106,000380,2021/08/03,2021/08/27,2021/08/20,2021/09/24,Ship Out
1006401396000010,2007549101,000390,Y101,ANT401,4,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ANT401-5E/CU1T,YAS,3U12,2007549106,000390,2021/08/03,2021/08/27,2021/08/20,2021/09/24,Ship Out
1006401397000010,2007549101,000400,Y101,ANB10D,41,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ANB10D-415/CU2N,YAS,3U12,2007549106,000400,2021/07/21,2021/08/27,2021/08/13,2021/09/24,Ship Out
1006401398000010,2007549101,000410,Y101,ANB10D,9,,L2Q00,4509253036,4509253036,C2Q00012,IN,2021/09/06,2021/09/24,,1009,ANB10D-415/CU2T,YAS,3U12,2007549106,000410,2021/07/21,2021/08/27,2021/08/09,2021/09/24,Ship Out
