SAP Linkage No,YHQ Sales Order No,yhq Sales Order Item No,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.01E+15,2007014539,10,Y101,SS2CPMLM,1,,L2Q00,4508528489,4508528489,C2Q00012,IN,10/30/2020,,,1022,SS2CPMLM-V1101-S1001,,,,,,10/23/2020,,,
1.01E+15,2007018867,20,Y101,LS1SN001,3,,L2Q00,4508534417,4508534417,C2Q00012,IN,11/16/2020,,,1092,LS1SN001-E01/AV,,,,,,11/16/2020,,,
1.01E+15,2007031442,10,Y101,SS2CPMLM,1,,L2Q00,4508552189,4508552189,C2Q00012,IN,11/4/2020,,,1022,SS2CPMLM-V1101-S1001,,,,,,10/27/2020,,,
1.01E+15,2007031443,10,Y101,SS2CPMLM,1,,L2Q00,4508552290,4508552290,C2Q00012,IN,11/4/2020,,,1022,SS2CPMLM-V1101-S1001,,,,,,10/27/2020,,,
1.01E+15,2007033450,10,Y101,SS2CPMLM,1,,L2Q00,4508555124,4508555124,C2Q00012,IN,11/4/2020,,,1022,SS2CPMLM-V1101-S1001,,,,,,10/27/2020,,,
1.01E+15,2007185078,50,Y101,LS1SN001,3,,L2Q00,4508759389,4508759389,C2Q00012,IN,2/3/2021,6/16/2021,,1092,LS1SN001-E01/AV,,,,,,2/3/2021,,6/16/2021,
1.01E+15,2007264233,10,Y101,TDLS8000,4,A,L2Q00,4508861129,4508861129,C2Q00012,IN,6/30/2021,8/6/2021,,1009,TDLS8000-E1-X1-U2-A1-N-N/MU/Z,,,,,,6/17/2021,,8/6/2021,
1.01E+15,2007264233,20,Y101,K9775XA,4,,L2Q00,4508861129,4508861129,C2Q00012,IN,6/1/2021,8/6/2021,,1009,K9775XA,,,,,,5/19/2021,,8/6/2021,
1.01E+15,2007278461,10,Y101,K9775XB,1,,L2Q00,4508879473,4508879473,C2Q00012,IN,4/16/2021,6/23/2021,,1009,K9775XB,,,,,,4/5/2021,,6/23/2021,
1.01E+15,2007278461,20,Y101,K9771JN,2,,L2Q00,4508879473,4508879473,C2Q00012,IN,4/16/2021,6/23/2021,,1009,K9771JN,,,,,,4/5/2021,,6/23/2021,
1.01E+15,2007278461,70,Y101,PARTS109A,1,,L2Q00,4508879473,4508879473,C2Q00012,IN,4/21/2021,6/23/2021,,1009,PARTS109A=TDLSU98=K9771JP,,,,,,4/8/2021,,6/23/2021,
1.01E+15,2007278461,30,Y101,PARTS109A,1,,L2Q00,4508879473,4508879473,C2Q00012,IN,4/21/2021,6/23/2021,,1009,PARTS109A=TDLSU98=K9771DF,,,,,,4/8/2021,,6/23/2021,
1.01E+15,2007288420,10,Y101,GC8000,1,A,L2Q00,4508892612,4508892612,C2Q00012,IN,8/18/2021,7/28/2021,,1072,GC8000-E100CN1-BEQ-WNE2-PD25N-A-NNN/Z,YMG,5831,2007288483,10,5/10/2021,8/10/2021,6/16/2021,7/19/2021,Ship Out
1.01E+15,2007288420,20,Y101,GCVN,1,,L2Q00,4508892612,4508892612,C2Q00012,IN,8/18/2021,7/28/2021,,1072,GCVN-111ECN0-BNL-C003C001-5N50BN-2H0A07P-NNN/Z,YMG,5831,2007288483,20,5/10/2021,8/10/2021,6/16/2021,7/19/2021,Ship Out
1.01E+15,2007288420,30,Y101,ASET,1,,L2Q00,4508892612,4508892612,C2Q00012,IN,7/26/2021,7/28/2021,,1072,ASET-S01E-NN,YMG,5831,2007288483,30,4/27/2021,7/14/2021,7/13/2021,7/13/2021,Ship Out
1.01E+15,2007288420,40,Y101,PARTS1100,1,,L2Q00,4508892612,4508892612,C2Q00012,IN,8/25/2021,7/28/2021,,1072,PARTS1100=GCCL=SPE_COLUMN,YMG,5831,2007288483,40,5/12/2021,8/17/2021,6/17/2021,7/19/2021,Ship Out
1.01E+15,2007288420,50,Y101,A1423EF,2,,L2Q00,4508892612,4508892612,C2Q00012,IN,5/11/2021,7/28/2021,,1022,A1423EF,,,,,,4/21/2021,,7/21/2021,
1.01E+15,2007288420,60,Y101,A1663UP,1,,L2Q00,4508892612,4508892612,C2Q00012,IN,5/11/2021,7/28/2021,,1022,A1663UP,,,,,,4/21/2021,,7/21/2021,
1.01E+15,2007288420,70,Y101,K9804FC,1,,L2Q00,4508892612,4508892612,C2Q00012,IN,5/25/2021,7/28/2021,,1022,K9804FC,YMG,5831,2007288483,70,4/27/2021,5/17/2021,5/12/2021,5/12/2021,Ship Out
1.01E+15,2007262075,180,Y101,LS1SN001,4,,L2Q00,4508857864,4508857864,C2Q00012,IN,8/11/2021,,,1092,LS1SN001-E01/AV,,,,,,8/11/2021,,,
1.01E+15,2007299026,10,Y101,TDLS8000,1,A,L2Q00,4508906174,4508906174,C2Q00012,IN,6/8/2021,7/15/2021,,1009,TDLS8000-E1-X1-U2-A1-J-N/MU/Z,,,,,,5/25/2021,,7/15/2021,
1.01E+15,2007299026,20,Y101,K9775XA,1,,L2Q00,4508906174,4508906174,C2Q00012,IN,6/1/2021,7/15/2021,,1009,K9775XA,,,,,,5/19/2021,,7/15/2021,
1.01E+15,2007278461,100,Y101,TDLS8000,1,A,L2Q00,4508879473,4508879473,C2Q00012,IN,4/23/2021,6/23/2021,,1009,TDLS8000-E2-X1-U3-A1-N-N/RX/MU,,,,,,4/12/2021,,6/23/2021,
1.01E+15,2007317551,10,Y101,YTA610,2,B,L2Q00,4508929428,4508929428,200088502,IN,6/9/2021,,,1023,YTA610-JA2A4DK/A/X2/C2/N4/KU2/SG,,,,,,5/11/2021,,,
1.01E+15,2007317551,50,Y101,YFGW410,6,A,L2Q00,4508929428,4508929428,200088502,IN,5/25/2021,,,1022,YFGW410-A-C10D1AA/KN27,YMG,5826,2007335937,10,4/27/2021,5/17/2021,5/7/2021,5/8/2021,DIL
1.01E+15,2007312089,230,Y101,GP1SY,4,,L2Q00,4508922161,4508922161,C2Q00012,IN,5/16/2021,6/23/2021,,1009,GP1SY-01XX210W1019E,,,,,,5/7/2021,,6/23/2021,
1.01E+15,2007317551,80,Y101,YTA510,7,B,L2Q00,4508929428,4508929428,200088502,IN,5/18/2021,,,1022,YTA510-L8DDKAA/X2/KS27,,,,,,4/21/2021,,,
1.01E+15,2007342460,20,Y101,S9562FA,1,,L2Q00,4508957097,4508957097,C2Q00012,IN,6/12/2021,6/30/2021,,1009,S9562FA,YAS,3U12,2007342467,20,5/21/2021,6/2/2021,6/1/2021,6/30/2021,Ship Out
1.01E+15,2007342421,10,Y101,GP1SY,1,,L2Q00,4508957163,4508957163,C2Q00012,IN,5/17/2021,,,1009,GP1SY-01XX210W1016E,,,,,,5/10/2021,,,
1.01E+15,2007317551,110,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,20,4/27/2021,5/17/2021,5/10/2021,5/10/2021,DIL
1.01E+15,2007317551,120,Y101,EJX530A,18,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,30,4/27/2021,5/17/2021,5/11/2021,5/12/2021,DIL
1.01E+15,2007317551,130,Y101,EJX530A,18,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,40,5/7/2021,5/17/2021,5/12/2021,5/12/2021,DIL
1.01E+15,2007317551,140,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,50,5/10/2021,5/17/2021,5/17/2021,5/17/2021,DIL
1.01E+15,2007317551,150,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,60,5/10/2021,5/17/2021,5/13/2021,5/14/2021,DIL
1.01E+15,2007317551,160,Y101,EJX530A,18,B,L2Q00,4508929428,4508929428,200088502,IN,6/7/2021,,,1023,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007335937,70,5/11/2021,5/17/2021,5/13/2021,5/14/2021,DIL
1.01E+15,2007361267,20,Y101,K9802FA,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9802FA,YMG,5831,2007361284,10,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,30,Y101,K9802EB,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9802EB,YMG,5831,2007361284,20,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,40,Y101,K9802AF,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9802AF,YMG,5831,2007361284,30,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,50,Y101,K9804AC,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9804AC,YMG,5831,2007361284,40,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,60,Y101,K9800SK,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9800SK,YMG,5831,2007361284,50,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,70,Y101,K9800TA,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9800TA,YMG,5831,2007361284,60,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,80,Y101,K9800QM,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9800QM,YMG,5831,2007361284,70,4/27/2021,6/16/2021,6/15/2021,6/16/2021,Ship Out
1.01E+15,2007361267,90,Y101,K9802MA,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9802MA,YMG,5831,2007361284,80,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,100,Y101,K9802NA,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9802NA,YMG,5831,2007361284,90,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,110,Y101,K9804JA,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9804JA,YMG,5831,2007361284,100,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,120,Y101,K9804DG,1,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9804DG,YMG,5831,2007361284,110,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,130,Y101,K9804FC,2,,L2Q00,4508980773,4508980773,C2Q00012,IN,6/24/2021,6/23/2021,,1022,K9804FC,YMG,5831,2007361284,120,4/27/2021,6/16/2021,6/16/2021,6/17/2021,Ship Out
1.01E+15,2007361267,190,Y101,K9402VG,2,,L2Q00,4508980773,4508980773,C2Q00012,IN,7/26/2021,7/14/2021,,1022,K9402VG,YMG,5828,2007361284,170,4/27/2021,7/14/2021,7/8/2021,7/9/2021,Ship Out
1.01E+15,2007371746,20,Y101,GP1SY,2,,L2Q00,4508994353,4508994353,C2Q00012,IN,5/30/2021,6/23/2021,,1009,GP1SY-01XX210W1019E,,,,,,5/21/2021,,6/23/2021,
1.01E+15,2007288488,550,Y101,KS1,4,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,KS1-07*B,YAS,3U12,2007288553,480,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007288488,560,Y101,KS1,3,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,KS1-10*B,YAS,3U12,2007288553,490,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007288488,580,Y101,AKB331,84,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,AKB331-M015,YAS,3U12,2007288553,510,5/18/2021,5/28/2021,6/2/2021,6/30/2021,Ship Out
1.01E+15,2007288488,590,Y101,AKB331,96,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,AKB331-M020,YAS,3U12,2007288553,520,5/18/2021,5/28/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007288488,600,Y101,KS1,2,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,KS1-15*B,YAS,3U12,2007288553,530,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007288488,610,Y101,AKB331,4,,L2Q00,4508892487,4508892487,C2Q00012,IN,6/8/2021,6/30/2021,,1009,AKB331-M020,YAS,3U12,2007288553,540,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007364671,130,Y101,KS1,4,,L2Q00,4508985167,4508985167,C2Q00012,IN,6/8/2021,6/30/2021,,1009,KS1-07*B,YAS,3U12,2007364808,130,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007364671,180,Y101,KS1,1,,L2Q00,4508985167,4508985167,C2Q00012,IN,6/8/2021,6/30/2021,,1009,KS1-03*B,YAS,3U12,2007364808,180,5/18/2021,5/28/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007360812,210,Y101,S9548FA,2,,L2Q00,4508980267,4508980267,C2Q00012,IN,6/13/2021,6/30/2021,,1009,S9548FA,YAS,3U12,2007360842,200,5/21/2021,6/3/2021,6/1/2021,6/30/2021,Ship Out
1.01E+15,2007385966,30,Y101,KS1,20,,L2Q00,4509012417,4509012417,C2Q00012,IN,6/14/2021,6/30/2021,,1009,KS1-07*B,YAS,3U12,2007385968,30,5/25/2021,6/4/2021,6/8/2021,6/30/2021,Ship Out
1.01E+15,2007385966,40,Y101,KS2,22,,L2Q00,4509012417,4509012417,C2Q00012,IN,6/11/2021,6/30/2021,,1009,KS2-07*B,YAS,3U12,2007385968,40,5/19/2021,5/31/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007385966,60,Y101,AKB337,44,,L2Q00,4509012417,4509012417,C2Q00012,IN,6/11/2021,6/30/2021,,1009,AKB337-M010,YAS,3U12,2007385968,60,5/19/2021,5/31/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007249393,340,Y101,TB820D,20,A,L2Q00,4508841858,4508841858,C2Q00012,IN,7/6/2021,7/2/2021,,1022,TB820D-NT-AJ-NN-NN-CT-NN/L05/U/D3,YMG,5831,2007388177,20,6/4/2021,6/28/2021,6/25/2021,6/28/2021,Ship Out
1.01E+15,2007386222,10,Y101,AIP830,2,,L2Q00,4509012643,4509012643,C2Q00012,IN,5/31/2021,6/30/2021,,1009,AIP830-111/VESA,YAS,3U12,2007386234,10,4/27/2021,5/20/2021,5/18/2021,6/30/2021,Ship Out
1.01E+15,2007361267,230,Y101,YTA610,1,A,L2Q00,4508980773,4508980773,C2Q00012,IN,6/15/2021,6/15/2021,,1009,YTA610-JA1A4DB/KU2,YCS,5F12,2007387761,10,5/24/2021,6/7/2021,5/27/2021,6/15/2021,Ship Out
1.01E+15,2007388070,20,Y101,FTSPRG,1,,L2Q00,4509015336,4509015336,C2Q00012,IN,9/24/2021,,,1022,FTSPRG-S1,,,,,,9/15/2021,,,
1.01E+15,2007388070,30,Y101,FTSPRG,1,,L2Q00,4509015336,4509015336,C2Q00012,IN,8/13/2021,7/21/2021,,1022,FTSPRG-S1,,,,,,7/29/2021,,7/16/2021,
1.01E+15,2007388987,40,Y101,EC402,4,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,EC402-51,YAS,3U12,2007389030,40,5/20/2021,6/7/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007388987,50,Y101,AAB841,48,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAB841-S53/M4A00,YAS,3U12,2007389030,50,5/24/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,60,Y101,AAB841,7,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAB841-S53/M4A00,YAS,3U12,2007389030,60,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,70,Y101,AAV141,6,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAV141-S53/K4A00,YAS,3U12,2007389030,70,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,80,Y101,AAV141,35,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAV141-S53/K4A00,YAS,3U12,2007389030,80,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,90,Y101,ADV161,38,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV161-P51,YAS,3U12,2007389030,90,5/24/2021,6/7/2021,6/8/2021,6/30/2021,Ship Out
1.01E+15,2007388987,100,Y101,ADV561,20,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV561-P51,YAS,3U12,2007389030,100,5/24/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,110,Y101,ALE111,2,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ALE111-S51,YAS,3U12,2007389030,110,5/25/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,120,Y101,VI702,6,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,VI702,YAS,3U12,2007389030,120,5/20/2021,6/7/2021,5/27/2021,6/30/2021,Ship Out
1.01E+15,2007388987,130,Y101,YCB301,28,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,YCB301-C020,YAS,3U12,2007389030,130,5/31/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,140,Y101,YCB301,4,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,YCB301-C100,YAS,3U12,2007389030,140,5/31/2021,6/7/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007388987,150,Y101,YCB301,4,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,YCB301-C300,YAS,3U12,2007389030,150,5/31/2021,6/7/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007388987,160,Y101,CP471,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,CP471-11,YAS,3U12,2007389030,160,5/20/2021,6/7/2021,5/28/2021,6/30/2021,Ship Out
1.01E+15,2007388987,170,Y101,PW482,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,PW482-51,YAS,3U12,2007389030,170,5/20/2021,6/7/2021,6/1/2021,6/30/2021,Ship Out
1.01E+15,2007388987,180,Y101,SB401,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,SB401-51,YAS,3U12,2007389030,180,5/25/2021,6/7/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007388987,190,Y101,EC402,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,EC402-51,YAS,3U12,2007389030,190,5/20/2021,6/7/2021,5/31/2021,6/30/2021,Ship Out
1.01E+15,2007388987,200,Y101,AAB841,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAB841-S53/M4A00,YAS,3U12,2007389030,200,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,210,Y101,AAV141,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAV141-S53/K4A00,YAS,3U12,2007389030,210,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,220,Y101,ADV161,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV161-P51,YAS,3U12,2007389030,220,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,230,Y101,ADV561,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV561-P51,YAS,3U12,2007389030,230,5/24/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,240,Y101,ALE111,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ALE111-S51,YAS,3U12,2007389030,240,5/25/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,250,Y101,YCB301,1,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,YCB301-C020,YAS,3U12,2007389030,250,5/31/2021,6/7/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007388987,260,Y101,AAB841,5,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAB841-S53/M4A00,YAS,3U12,2007389030,260,5/24/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007388987,270,Y101,AAV141,4,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AAV141-S53/K4A00,YAS,3U12,2007389030,270,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,280,Y101,ADV161,4,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV161-P51,YAS,3U12,2007389030,280,5/24/2021,6/7/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007388987,290,Y101,ADV561,2,,L2Q00,4509016522,4509016522,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ADV561-P51,YAS,3U12,2007389030,290,5/24/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007389841,10,Y101,AKB331,2,,L2Q00,4509017537,4509017537,C2Q00012,IN,6/15/2021,6/30/2021,,1009,AKB331-M010,YAS,3U12,2007389714,10,5/25/2021,6/7/2021,6/8/2021,6/30/2021,Ship Out
1.01E+15,2007267749,270,Y101,KS1,5,,L2Q00,4508865796,4508865796,C2Q00012,IN,6/18/2021,6/30/2021,,1009,KS1-30*B,YAS,3U12,2007394548,120,5/21/2021,6/8/2021,6/3/2021,6/30/2021,Ship Out
1.01E+15,2007394565,130,Y101,KS1,12,,L2Q00,4509023532,4509023532,C2Q00012,IN,6/18/2021,6/30/2021,,1009,KS1-07*B,YAS,3U12,2007394590,130,5/25/2021,6/8/2021,6/8/2021,6/30/2021,Ship Out
1.01E+15,2007396320,200,Y101,AKB335,14,,L2Q00,4509025713,4509025713,C2Q00012,IN,6/27/2021,7/13/2021,,1009,AKB335-M005,YAS,3U12,2007396418,200,6/8/2021,6/17/2021,6/18/2021,7/13/2021,Ship Out
1.01E+15,2007398295,70,Y101,AKB337,2,,L2Q00,4509028576,4509028576,C2Q00012,IN,6/6/2021,6/30/2021,,1009,AKB337-M010,YAS,3U12,2007398382,70,5/18/2021,5/25/2021,5/29/2021,6/30/2021,Ship Out
1.01E+15,2007398295,110,Y101,ANT401,1,,L2Q00,4509028576,4509028576,C2Q00012,IN,6/14/2021,6/30/2021,,1009,ANT401-50,YAS,3U12,2007398382,110,5/25/2021,6/4/2021,6/4/2021,6/30/2021,Ship Out
1.01E+15,2007398295,130,Y101,ANT502,1,,L2Q00,4509028576,4509028576,C2Q00012,IN,6/14/2021,6/30/2021,,1009,ANT502-50,YAS,3U12,2007398382,130,5/25/2021,6/4/2021,6/1/2021,6/30/2021,Ship Out
1.01E+15,2007398722,20,Y101,KS1,1,,L2Q00,4509028946,4509028946,C2Q00012,IN,6/19/2021,7/13/2021,,1009,KS1-25*B,YAS,3U12,2007398619,20,5/25/2021,6/9/2021,6/11/2021,7/13/2021,Ship Out
1.01E+15,2007405595,50,Y101,ANT401,2,,L2Q00,4509072902,4509072902,C2Q00012,IN,6/15/2021,6/30/2021,,1009,ANT401-50/CU1T,YAS,3U12,2007407060,50,5/25/2021,6/7/2021,6/5/2021,6/30/2021,Ship Out
1.01E+15,2007405529,10,Y101,GP1SY,12,,L2Q00,4509072903,4509072903,C2Q00012,IN,6/21/2021,6/23/2021,,1009,GP1SY-01XX210W1019E,,,,,,6/14/2021,,6/23/2021,
1.01E+15,2007299026,40,Y101,K9771JN,1,,L2Q00,4508906174,4508906174,C2Q00012,IN,6/8/2021,7/15/2021,,1009,K9771JN,,,,,,5/25/2021,,7/15/2021,
1.01E+15,2006383602,8000,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1036,YAS,3U12,2007374111,280,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2006383602,8010,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1024,YAS,3U12,2007374111,290,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2006383602,8060,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1036,YAS,3U12,2007374111,300,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2006383602,8070,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1024,YAS,3U12,2007374111,310,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2006383602,8120,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1036,YAS,3U12,2007374111,320,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2006383602,8130,Y101,SS2CPMLM,1,,L2Q00,4507693045,4507693045,C2Q00012,IN,6/7/2021,6/18/2021,,1009,SS2CPMLM-V1103-S1024,YAS,3U12,2007374111,330,5/19/2021,5/27/2021,5/28/2021,6/18/2021,Ship Out
1.01E+15,2007406409,130,Y101,AFV30D,5,,L2Q00,4509076900,4509076900,C2Q00012,IN,6/13/2021,6/30/2021,,1009,AFV30D-A41152,YAS,3U12,2007408088,130,5/18/2021,6/3/2021,5/28/2021,6/30/2021,Ship Out
