SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.01E+15,2007317551,370,Y101,F9195VG,4,,L2Q00,4508929428,4508929428,200088502,IN,7/9/2021,12/13/2021,,1023,F9195VG,,,,,,6/21/2021,,11/17/2021,
1.01E+15,2007515713,30,Y101,LS1SN001,3,,L2Q00,4509211238,4509211238,C2Q00012,IN,6/25/2021,10/11/2021,,1092,LS1SN001-E01/AV,,,,,,6/25/2021,,10/11/2021,
1.01E+15,2007462442,170,Y101,LS1SN001,3,,L2Q00,4509144473,4509144473,C2Q00012,IN,6/25/2021,10/11/2021,,1092,LS1SN001-E01/AV,,,,,,6/25/2021,,10/11/2021,
1.01E+15,2007516731,30,Y101,LS1SN001,3,,L2Q00,4509212890,4509212890,C2Q00012,IN,6/24/2021,10/8/2021,,1092,LS1SN001-E01/AV,,,,,,6/24/2021,,10/8/2021,
1.01E+15,2007388070,60,Y101,FTSPRG,1,,L2Q00,4509015336,4509015336,C2Q00012,IN,10/27/2021,,,1022,FTSPRG-S1,,,,,,10/20/2021,,,
1.01E+15,2007534886,40,Y101,S9129FA,2,,L2Q00,4509235842,4509235842,C2Q00012,IN,10/11/2021,10/6/2021,,1022,S9129FA,YMG,5828,2007535048,10,6/24/2021,10/1/2021,9/29/2021,9/29/2021,Ship Out
1.01E+15,2007379286,90,Y101,EJA530E,5,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA530E-JDS4N-012EL/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,100,Y101,DOCQCB,1,,L2Q00,4509004732,4509004732,C2Q00012,IN,7/15/2021,11/26/2021,,1022,DOCQCB-EN,,,,,,7/8/2021,,11/12/2021,
1.01E+15,2007379286,110,Y101,EJA530E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,10/8/2021,11/26/2021,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,20,9/10/2021,9/30/2021,9/16/2021,9/18/2021,Ship Out
1.01E+15,2007379286,130,Y101,EJA530E,3,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA530E-JDS4N-012EL/D4/HG,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,150,Y101,EJA110E,9,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JMS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,170,Y101,EJA120E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA120E-JES4J-912EB/HAC,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,190,Y101,EJA110E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JFS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,210,Y101,EJA530E,8,B,L2Q00,4509004732,4509004732,C2Q00012,IN,10/8/2021,11/26/2021,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,70,9/3/2021,9/30/2021,9/9/2021,9/18/2021,Ship Out
1.01E+15,2007379286,230,Y101,EJA530E,9,B,L2Q00,4509004732,4509004732,C2Q00012,IN,10/8/2021,11/26/2021,,1022,EJA530E-JZS4N-012EL/D4,YMG,5826,2007544668,80,9/7/2021,9/30/2021,9/13/2021,9/18/2021,Ship Out
1.01E+15,2007379286,250,Y101,EJA510E,2,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA510E-JAS4N-012EL/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,270,Y101,EJA110E,5,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JFS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,290,Y101,EJA110E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JHS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,310,Y101,EJA110E,11,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JMS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,330,Y101,EJA110E,4,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JMS4J-912EB/D4/HG,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,350,Y101,EJX110A,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJX110A-JVS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,370,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,9/29/2021,11/26/2021,,1022,EJA130E-JHS4Z-912EB/D4,YMG,5826,2007544668,150,9/7/2021,9/17/2021,9/16/2021,9/16/2021,Ship Out
1.01E+15,2007379286,390,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA130E-JHS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007379286,410,Y101,EJA130E,6,B,L2Q00,4509004732,4509004732,C2Q00012,IN,9/27/2021,11/26/2021,,1022,EJA130E-JMS4Z-912EB/D4/Z,YMG,5826,2007544668,170,8/27/2021,9/15/2021,9/6/2021,9/8/2021,Ship Out
1.01E+15,2007379286,430,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,9/27/2021,11/26/2021,,1022,EJA130E-JMS4Z-912EB/D4/Z,YMG,5826,2007544668,180,8/27/2021,9/15/2021,9/6/2021,9/8/2021,Ship Out
1.01E+15,2007379286,450,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,10/12/2021,11/26/2021,,1022,EJA130E-JZS4Z-912EB/D4/Z,YMG,5826,2007544668,190,9/21/2021,10/4/2021,10/4/2021,10/4/2021,Ship Out
1.01E+15,2007379286,470,Y101,EJA130E,1,B,L2Q00,4509004732,4509004732,C2Q00012,IN,10/18/2021,11/26/2021,,1022,EJA130E-JZS4Z-912EB/D4/Z,YMG,5826,2007544668,200,9/28/2021,10/8/2021,10/7/2021,10/7/2021,Ship Out
1.01E+15,2007379286,490,Y101,EJA110E,2,B,L2Q00,4509004732,4509004732,C2Q00012,IN,8/27/2021,11/26/2021,,1022,EJA110E-JFS4J-912EB/D4,,,,,,8/19/2021,,11/12/2021,
1.01E+15,2007555595,10,Y101,IR400,1,A,L2Q00,4509260831,4509260831,C2Q00012,IN,10/11/2021,10/6/2021,,1022,IR400-GNBNBNNNNNNN-4TC/C,YMG,5826,2007555803,10,7/5/2021,10/1/2021,10/1/2021,10/1/2021,Ship Out
1.01E+15,2007556925,10,Y101,TDLS8100,1,A,L2Q00,4509262542,4509262542,C2Q00012,IN,11/1/2021,10/29/2021,,1072,TDLS8100-E1-L-L1-NN-ZZZ-S-ZZ-A1-N-N/Z,YMG,5831,2007557503,10,9/7/2021,10/22/2021,10/21/2021,10/21/2021,Ship Out
1.01E+15,2007560337,10,Y101,TDLS8100,1,A,L2Q00,4509266477,4509266477,C2Q00012,IN,11/1/2021,10/29/2021,,1072,TDLS8100-E1-L-L1-NN-ZZZ-S-ZZ-A1-N-N/Z,YMG,5831,2007560598,10,9/7/2021,10/22/2021,10/21/2021,10/21/2021,Ship Out
1.01E+15,2007561144,10,Y101,IR400,2,A,L2Q00,4509267834,4509267834,C2Q00012,IN,10/25/2021,10/21/2021,,1022,IR400-K1BNBNFNNN3N-4TC/C,YMG,5826,2007561169,10,7/6/2021,10/15/2021,10/13/2021,10/13/2021,Ship Out
1.01E+15,2007438369,220,Y101,LS1SN001,2,,L2Q00,4509113468,4509113468,C2Q00012,IN,7/13/2021,10/19/2021,,1092,LS1SN001-E01/AV,,,,,,7/13/2021,,10/19/2021,
1.01E+15,2007473534,140,Y101,KS4,30,,L2Q00,4509157799,4509157799,C2Q00012,IN,11/27/2021,11/30/2021,,1009,KS4-35*A,YAS,3U12,2007586073,20,8/5/2021,11/17/2021,11/12/2021,11/30/2021,Ship Out
1.01E+15,2007555595,60,Y101,K9218SE,1,,L2Q00,4509260831,4509260831,C2Q00012,IN,9/15/2021,,,1072,K9218SE,,,,,,,,,
1.01E+15,2007561144,30,Y101,K9218SE,1,,L2Q00,4509267834,4509267834,C2Q00012,IN,9/15/2021,,,1072,K9218SE,,,,,,,,,
1.01E+15,2007561144,40,Y101,K9358SD,2,,L2Q00,4509267834,4509267834,C2Q00012,IN,8/17/2021,,,1022,K9358SD,,,,,,,,,
1.01E+15,2007616855,70,Y101,YCB148,4,,L2Q00,4509335298,4509335298,C2Q00012,IN,11/5/2021,11/30/2021,,1009,YCB148,YAS,3U12,2007616873,70,9/15/2021,10/26/2021,10/18/2021,11/30/2021,Ship Out
1.01E+15,2007626688,10,Y101,IR202,1,A,L2Q00,4509345884,4509345884,C2Q00012,IN,12/27/2021,12/15/2021,,1022,IR202-A-DN-NN-NN-NN-09-NNN-4TE-EU-A-NN,YMG,5826,2007626746,10,8/10/2021,12/17/2021,12/9/2021,12/10/2021,Ship Out
1.01E+15,2007317551,380,Y101,Z14509,1,,L2Q00,4508929428,4508929428,C2Q00012,IN,9/22/2021,,,1092,Z14509,,,,,,9/22/2021,,,
1.01E+15,2007379286,560,Y101,F9920LV,64,,L2Q00,4509004732,4509004732,C2Q00028,IN,9/15/2021,11/26/2021,,1022,F9920LV,,,,,,9/7/2021,,11/12/2021,
1.01E+15,2007379286,570,Y101,F9920BN,1,,L2Q00,4509004732,4509004732,C2Q00028,IN,9/24/2021,11/26/2021,,1022,F9920BN,YMG,5826,2007544668,230,8/10/2021,9/14/2021,9/6/2021,9/8/2021,Ship Out
1.01E+15,2007638595,10,Y101,AIP830,5,,L2Q00,4509356832,4509356832,C2Q00012,IN,10/2/2021,10/15/2021,,1009,AIP830-101,YAS,3U12,2007638465,10,9/6/2021,9/22/2021,10/4/2021,10/15/2021,Ship Out
1.01E+15,2007317551,390,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,10/26/2021,12/24/2021,,1022,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007635495,10,10/5/2021,10/11/2021,10/8/2021,10/8/2021,Ship Out
1.01E+15,2007317551,400,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,10/28/2021,12/24/2021,,1022,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007635495,20,10/8/2021,10/13/2021,10/14/2021,10/14/2021,Ship Out
1.01E+15,2007317551,410,Y101,EJX530A,20,B,L2Q00,4508929428,4508929428,200088502,IN,11/1/2021,12/24/2021,,1022,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007635495,30,10/12/2021,10/15/2021,10/15/2021,10/18/2021,Ship Out
1.01E+15,2007317551,420,Y101,EJX530A,19,B,L2Q00,4508929428,4508929428,200088502,IN,11/4/2021,12/24/2021,,1022,EJX530A-JDH4N-03DDL/KU22/D3/X2/A/C2/T08/N4/MA2,YMG,5826,2007635495,40,10/14/2021,10/19/2021,10/19/2021,10/19/2021,Ship Out
1.01E+15,2007317551,430,Y101,DOCQCB,1,,L2Q00,4508929428,4508929428,200088502,IN,9/3/2021,,,1022,DOCQCB-EN,,,,,,8/27/2021,,,
1.01E+15,2007631800,150,Y101,EJA530E,17,A,L2Q00,4509350901,4509350901,C2Q00012,IN,11/16/2021,11/12/2021,,1022,EJA530E-JZS4N-012EL/KU22/D4/X2,YMG,5826,2007631843,140,10/25/2021,11/8/2021,10/28/2021,10/29/2021,Ship Out
1.01E+15,2007631800,160,Y101,EJA530E,7,A,L2Q00,4509350901,4509350901,C2Q00012,IN,11/16/2021,11/12/2021,,1022,EJA530E-JZS4N-012EL/KU22/D4/X2,YMG,5826,2007631843,150,10/25/2021,11/8/2021,10/28/2021,10/29/2021,Ship Out
1.01E+15,2007631800,170,Y101,EJA110E,12,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/14/2021,10/13/2021,,1022,EJA110E-JMS4J-912EB/D4/X2,YMG,5826,2007631843,160,10/4/2021,10/6/2021,10/6/2021,10/6/2021,Ship Out
1.01E+15,2007631800,180,Y101,EJX110A,2,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/20/2021,10/13/2021,,1022,EJX110A-JFS4J-912EB/D4/X2,YMG,5826,2007631843,170,9/22/2021,10/12/2021,10/6/2021,10/6/2021,Ship Out
1.01E+15,2007631800,190,Y101,EJX120A,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/20/2021,10/13/2021,,1022,EJX120A-JES4J-912EB/D4/X2,YMG,5826,2007631843,180,9/28/2021,10/12/2021,10/7/2021,10/7/2021,Ship Out
1.01E+15,2007631800,200,Y101,EJA530E,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,11/16/2021,11/12/2021,,1022,EJA530E-JZS4N-012EL/KU22/D4/X2,YMG,5826,2007631843,190,10/26/2021,11/8/2021,10/29/2021,10/29/2021,Ship Out
1.01E+15,2007631800,210,Y101,EJA530E,36,A,L2Q00,4509350901,4509350901,C2Q00012,IN,11/16/2021,11/12/2021,,1022,EJA530E-JZS4N-012EL/KU22/D4/X2,YMG,5826,2007631843,200,11/1/2021,11/8/2021,11/5/2021,11/5/2021,Ship Out
1.01E+15,2007631800,220,Y101,EJA110E,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/14/2021,10/13/2021,,1022,EJA110E-JMS4J-912EB/D4/X2,YMG,5826,2007631843,210,10/4/2021,10/6/2021,10/6/2021,10/6/2021,Ship Out
1.01E+15,2007631800,230,Y101,EJA110E,2,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/14/2021,10/13/2021,,1022,EJA110E-JMS4J-912EB/D4/X2/HAC,YMG,5826,2007631843,220,9/28/2021,10/6/2021,10/1/2021,10/1/2021,Ship Out
1.01E+15,2007631800,240,Y101,EJX110A,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/20/2021,10/13/2021,,1022,EJX110A-JFS4J-912EB/D4/X2,YMG,5826,2007631843,230,9/22/2021,10/12/2021,10/7/2021,10/7/2021,Ship Out
1.01E+15,2007631800,250,Y101,EJA110E,2,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/21/2021,10/21/2021,,1022,EJA110E-JMSWJ-912EB/D4/X2,YMG,5826,2007631843,240,10/11/2021,10/13/2021,10/13/2021,10/13/2021,Ship Out
1.01E+15,2007631800,260,Y101,EJA110E,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/21/2021,10/21/2021,,1022,EJA110E-JMSWJ-912EB/D4/X2,YMG,5826,2007631843,250,10/11/2021,10/13/2021,10/13/2021,10/13/2021,Ship Out
1.01E+15,2007631800,270,Y101,EJA110E,4,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/14/2021,10/13/2021,,1022,EJA110E-JHS4J-912EB/D4/X2,YMG,5826,2007631843,260,9/22/2021,10/6/2021,9/28/2021,9/28/2021,Ship Out
1.01E+15,2007631800,280,Y101,EJA110E,10,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/14/2021,10/13/2021,,1022,EJA110E-JMS4J-912EB/D4/X2,YMG,5826,2007631843,270,10/1/2021,10/6/2021,10/5/2021,10/5/2021,Ship Out
1.01E+15,2007631800,290,Y101,YTA610,16,A,L2Q00,4509350901,4509350901,C2Q00012,IN,10/3/2021,11/1/2021,,1009,YTA610-JA2A2DB/C1,YCS,5F12,2007711697,10,9/9/2021,9/24/2021,9/13/2021,11/1/2021,Ship Out
1.01E+15,2007638891,10,Y101,PARTS1100,1,,L2Q00,4509356854,4509356854,C2Q00012,IN,10/12/2021,10/6/2021,,1022,PARTS1100=GCPARTS=K9804WG,YMG,5831,2007638967,10,8/10/2021,10/4/2021,9/22/2021,9/30/2021,Ship Out
1.01E+15,2007379286,580,Y101,PARTS1070,65,,L2Q00,4509004732,4509004732,C2Q00012,IN,9/27/2021,11/26/2021,,1022,PARTS1070=EJA110E=F9920GQ,YMG,5826,2007640086,10,8/10/2021,9/15/2021,9/9/2021,9/10/2021,Ship Out
1.01E+15,2007644015,10,Y101,IR400,1,A,L2Q00,4509362672,4509362672,C2Q00012,IN,11/18/2021,11/17/2021,,1022,IR400-K2FNFNFNNN3N-4TC/C,YMG,5826,2007644151,10,8/16/2021,11/10/2021,11/8/2021,11/10/2021,Ship Out
1.01E+15,2007644016,10,Y101,IR400,1,A,L2Q00,4509362674,4509362674,C2Q00012,IN,12/20/2021,12/15/2021,,1022,IR400-K2FNFNFNNN3N-4TC/C,YMG,5826,2007644149,10,8/16/2021,12/10/2021,12/9/2021,12/10/2021,Ship Out
1.01E+15,2007644015,50,Y101,TDLS8000,1,A,L2Q00,4509362672,4509362672,C2Q00012,IN,10/25/2021,10/22/2021,,1072,TDLS8000-G1-L1-U2-A1-N-N,YMG,5831,2007644625,10,9/3/2021,10/15/2021,10/14/2021,10/18/2021,Ship Out
1.01E+15,2007645425,10,Y101,GC8000,1,A,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GC8000-E100D11-BEQ-WNE2-25NNN-A-NNN/Z,YMG,5831,2007645442,10,9/9/2021,11/8/2021,10/27/2021,10/28/2021,Ship Out
1.01E+15,2007645425,20,Y101,GCVN,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GCVN-111ED10-BNL-QB13N001-5N30BN-2G0A05P-NNN/Z,YMG,5831,2007645442,20,9/9/2021,11/8/2021,10/27/2021,10/28/2021,Ship Out
1.01E+15,2007645425,70,Y101,PARTS1100,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,PARTS1100=GCCL=SPE_COLUMN,YMG,5831,2007645442,70,9/7/2021,11/8/2021,11/5/2021,11/8/2021,Ship Out
1.01E+15,2007645425,80,Y101,GC8000,1,A,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GC8000-E100D11-BEQ-WNE3-25NNN-A-NNN/Z,YMG,5831,2007645442,80,9/13/2021,11/8/2021,10/28/2021,11/1/2021,Ship Out
1.01E+15,2007645425,90,Y101,GCVN,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GCVN-111ED10-BNL-QB13N001-5N40BN-3J0A06P-NNN/Z,YMG,5831,2007645442,90,9/13/2021,11/8/2021,10/28/2021,11/1/2021,Ship Out
1.01E+15,2007645425,30,Y101,PARTS1100,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,PARTS1100=GCCL=SPE_COLUMN,YMG,5831,2007645442,30,9/7/2021,11/8/2021,11/5/2021,11/8/2021,Ship Out
1.01E+15,2007645425,40,Y101,GC8000,1,A,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GC8000-E100D11-BEQ-WNE2-25NNN-A-NNN/Z,YMG,5831,2007645442,40,9/8/2021,11/8/2021,11/8/2021,11/10/2021,Ship Out
1.01E+15,2007645425,50,Y101,GCVN,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,GCVN-111ED10-BNL-C003N00N-5N10BN-1D0A02P-NNN,YMG,5831,2007645442,50,9/8/2021,11/8/2021,11/8/2021,11/10/2021,Ship Out
1.01E+15,2007645425,60,Y101,PARTS1100,1,,L2Q00,4509364393,4509364393,C2Q00012,IN,11/19/2021,11/19/2021,,1072,PARTS1100=GCCL=SPE_COLUMN,YMG,5831,2007645442,60,9/7/2021,11/8/2021,11/5/2021,11/8/2021,Ship Out
1.01E+15,2007644016,60,Y101,TDLS8000,1,A,L2Q00,4509362674,4509362674,C2Q00012,IN,10/26/2021,10/22/2021,,1072,TDLS8000-G1-L1-U2-A1-N-N,YMG,5831,2007646830,10,9/6/2021,10/18/2021,10/18/2021,10/18/2021,Ship Out
1.01E+15,2007649477,20,Y101,AIP830,5,,L2Q00,4509370140,4509370140,C2Q00012,IN,10/4/2021,10/15/2021,,1009,AIP830-111,YAS,3U12,2007649298,20,9/8/2021,9/24/2021,10/8/2021,10/15/2021,Ship Out
