SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Item Entry Date,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.00645E+15,2007555595,60,28-07-2021,Y101,K9218SE,1,,L2Q00,4509260831,4509260831,C2Q00012,IN,15-09-2021,,,1072,K9218SE,,,,,,,,,
1.00645E+15,2007561144,30,28-07-2021,Y101,K9218SE,1,,L2Q00,4509267834,4509267834,C2Q00012,IN,15-09-2021,,,1072,K9218SE,,,,,,,,,
1.00646E+15,2007561144,40,28-07-2021,Y101,K9358SD,2,,L2Q00,4509267834,4509267834,C2Q00012,IN,17-08-2021,,,1022,K9358SD,,,,,,,,,
1.00687E+15,2008012917,10,20-01-2022,Y101,NTLC003,1,,L2Q00,4509823280,4509823280,C2Q00012,IN,03-02-2022,,,1092,NTLC003-P11-P0074,,,,,,03-02-2022,,,
1.00692E+15,2008059236,70,09-02-2022,Y101,CO1000,1,,L2Q00,4509880157,4509880157,C2Q00012,IN,06-03-2023,28-02-2023,,1092,CO1000,,,,,,09-02-2022,,28-02-2023,
1.00716E+15,2008282294,70,20-05-2022,Y101,AAB141,3,,L2Q00,4510144242,4510144242,C2Q00012,IN,04-02-2023,19-01-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008282296,70,02-09-2022,25-01-2023,14-01-2023,19-01-2023,Ship Out
1.00717E+15,2008290110,110,13-09-2022,Y101,FLXA202,2,A,L2Q00,4510153224,4510153224,C2Q00012,IN,01-05-2023,,,1009,FLXA202-D-B-D-CB-D1-NN-A-N-LA-N-NN/U,YAS,3U12,2008531826,10,04-04-2023,19-04-2023,,,
1.00717E+15,2008290110,120,13-09-2022,Y101,FLXA202,2,A,L2Q00,4510153224,4510153224,C2Q00012,IN,01-05-2023,,,1009,FLXA202-D-B-D-CB-P1-NN-A-N-LA-N-NN/U,YAS,3U12,2008531826,20,,19-04-2023,,,
1.00717E+15,2008300546,10,27-05-2022,Y101,YTA610,1,A,L2Q00,4510165349,4510165349,C2Q00012,IN,01-02-2023,06-02-2023,,1009,YTA610-JA1C2DN/KU2,YCS,5F12,2008300580,10,09-01-2023,24-01-2023,19-01-2023,06-02-2023,Ship Out
1.00717E+15,2008290110,140,13-09-2022,Y101,K9358QN,1,,L2Q00,4510153224,4510153224,C2Q00012,IN,07-11-2023,,,1022,K9358QN,YMG,5828,2008531878,20,24-01-2023,27-10-2023,,,
1.00718E+15,2008307537,10,31-05-2022,Y101,FLXA402,4,A,L2Q00,4510173640,4510173640,C2Q00012,IN,31-01-2023,19-01-2023,,1009,FLXA402-A-B-AB-P1-NN-A2-WR-N-N-N-NN,YAS,3U12,2008307571,10,15-12-2022,18-01-2023,12-01-2023,19-01-2023,Ship Out
1.00718E+15,2008307537,80,31-05-2022,Y101,FLXA402,2,A,L2Q00,4510173640,4510173640,C2Q00012,IN,31-01-2023,19-01-2023,,1009,FLXA402-A-B-AB-P1-NN-A2-NR-N-N-N-NN,YAS,3U12,2008307571,20,15-12-2022,18-01-2023,05-01-2023,19-01-2023,Ship Out
1.00724E+15,2008359409,30,22-06-2022,Y101,AAB842,2,,L2Q00,4510236615,4510236615,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAB842-H50,YAS,3U12,2008359298,30,03-01-2023,02-02-2023,01-02-2023,10-02-2023,Ship Out
1.00724E+15,2008359409,50,22-06-2022,Y101,AAB141,7,,L2Q00,4510236615,4510236615,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008359298,50,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.00724E+15,2008359409,80,22-06-2022,Y101,AAB842,2,,L2Q00,4510236615,4510236615,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAB842-H50,YAS,3U12,2008359298,80,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.0073E+15,2008399458,10,11-07-2022,Y101,TDLS8100,2,A,L2Q00,4510283730,4510283730,C2Q00012,IN,06-12-2022,,,1072,TDLS8100-E1-L-X1-NN-ZZZ-S-ZZ-A1-J-N/RX/SIL/Z,,,,,,28-11-2022,,18-04-2023,
1.0073E+15,2008399458,20,11-07-2022,Y101,TDLS8100,4,A,L2Q00,4510283730,4510283730,C2Q00012,IN,06-12-2022,,,1072,TDLS8100-E1-L-X1-NN-ZZZ-S-ZZ-A1-J-N/RX/SIL/Z,,,,,,28-11-2022,,18-04-2023,
1.0073E+15,2008399459,10,11-07-2022,Y101,FLXA202,1,A,L2Q00,4510283731,4510283731,C2Q00012,IN,13-02-2023,21-02-2023,,1009,FLXA202-D-C-D-CB-P1-NN-A-N-LA-N-NN/CD4,YAS,3U12,2008403120,10,19-01-2023,03-02-2023,14-02-2023,21-02-2023,Ship Out
1.0073E+15,2008399459,20,11-07-2022,Y101,FLXA21,1,A,L2Q00,4510283731,4510283731,C2Q00012,IN,20-02-2023,10-03-2023,,1009,FLXA21-D-P-D-CB-P1-NN-F-N-LA-N-NN/CD4,YAS,3U12,2008403120,20,17-01-2023,10-02-2023,02-03-2023,10-03-2023,Ship Out
1.0073E+15,2008399459,30,11-07-2022,Y101,FLXA21,1,A,L2Q00,4510283731,4510283731,C2Q00012,IN,20-02-2023,10-03-2023,,1009,FLXA21-D-P-D-CB-C1-NN-F-N-LA-N-NN/CD4,YAS,3U12,2008403120,30,17-01-2023,10-02-2023,02-03-2023,10-03-2023,Ship Out
1.00731E+15,2008421484,30,20-07-2022,Y101,AAB141,9,,L2Q00,4510308094,4510308094,C2Q00012,IN,14-02-2023,14-02-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008421535,30,03-01-2023,06-02-2023,04-02-2023,14-02-2023,Ship Out
1.00731E+15,2008421484,40,20-07-2022,Y101,AAB842,4,,L2Q00,4510308094,4510308094,C2Q00012,IN,14-02-2023,14-02-2023,,1009,AAB842-H50,YAS,3U12,2008421535,40,03-01-2023,06-02-2023,03-02-2023,14-02-2023,Ship Out
1.00732E+15,2008265011,630,17-07-2022,Y101,AAB842,2,,L2Q00,4510123616,4510123616,C2Q00012,IN,13-02-2023,14-02-2023,,1009,AAB842-H53,YAS,3U12,2008265027,590,03-01-2023,03-02-2023,03-02-2023,14-02-2023,Ship Out
1.00732E+15,2008265011,650,17-07-2022,Y101,AAB141,6,,L2Q00,4510123616,4510123616,C2Q00012,IN,14-02-2023,14-02-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008265027,610,03-01-2023,06-02-2023,06-02-2023,14-02-2023,Ship Out
1.00733E+15,2008290110,170,13-09-2022,Y101,YTA610,1,A,L2Q00,4510153224,4510153224,C2Q00012,IN,20-02-2023,27-02-2023,,1009,YTA610-JA1A4DB/KU2,YCS,5F12,2008531907,10,31-01-2023,10-02-2023,03-02-2023,27-02-2023,Ship Out
1.00733E+15,2008365972,470,21-07-2022,Y101,AAI841,99,,L2Q00,4510243876,4510243876,C2Q00012,IN,05-03-2023,03-02-2023,,1009,AAI841-H50/K4A00,YAS,3U03,2008365926,470,30-08-2022,25-01-2023,18-01-2023,03-02-2023,Ship Out
1.00734E+15,2008365972,520,22-07-2022,Y101,AAI841,77,,L2Q00,4510243876,4510243876,C2Q00012,IN,05-03-2023,03-02-2023,,1009,AAI841-H50/K4A00,YAS,3U03,2008365926,520,30-08-2022,25-01-2023,19-01-2023,03-02-2023,Ship Out
1.00734E+15,2008432250,110,26-07-2022,Y101,AAB141,1,,L2Q00,4510320862,4510320862,C2Q00012,IN,17-02-2023,14-02-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008432262,110,03-01-2023,07-02-2023,07-02-2023,14-02-2023,Ship Out
1.00734E+15,2008432250,210,26-07-2022,Y101,AAB141,1,,L2Q00,4510320862,4510320862,C2Q00012,IN,17-02-2023,14-02-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008432262,210,03-01-2023,07-02-2023,07-02-2023,14-02-2023,Ship Out
1.00735E+15,2008437886,80,27-07-2022,Y101,AAI841,6,,L2Q00,4510327961,4510327961,C2Q00012,IN,06-02-2023,03-02-2023,,1009,AAI841-H50/K4A00,YAS,3U12,2008438011,80,03-01-2023,27-01-2023,27-01-2023,03-02-2023,Ship Out
1.00736E+15,2008444232,50,29-07-2022,Y101,A2LP131,2,,L2Q00,4510335535,4510335535,C2Q00012,IN,07-02-2023,31-01-2023,,1009,A2LP131-S00,YAS,3U12,2008444202,50,11-01-2023,30-01-2023,20-01-2023,31-01-2023,Ship Out
1.00736E+15,2008448924,40,02-08-2022,Y101,AAB842,1,,L2Q00,4510339713,4510339713,C2Q00012,IN,17-02-2023,14-02-2023,,1009,AAB842-H50,YAS,3U12,2008448936,40,03-01-2023,07-02-2023,06-02-2023,14-02-2023,Ship Out
1.00736E+15,2008448924,50,02-08-2022,Y101,AAB141,1,,L2Q00,4510339713,4510339713,C2Q00012,IN,17-02-2023,14-02-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008448936,50,03-01-2023,07-02-2023,07-02-2023,14-02-2023,Ship Out
1.00739E+15,2008468139,50,11-08-2022,Y101,AAB141,2,,L2Q00,4510359902,4510359902,C2Q00012,IN,20-02-2023,17-02-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008468263,50,31-01-2023,10-02-2023,10-02-2023,17-02-2023,Ship Out
1.00739E+15,2008468139,100,11-08-2022,Y101,AAB141,1,,L2Q00,4510359902,4510359902,C2Q00012,IN,20-02-2023,17-02-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008468263,100,31-01-2023,10-02-2023,10-02-2023,17-02-2023,Ship Out
1.0074E+15,2008472453,270,23-08-2022,Y101,SAI143,3,,L2Q00,4510366738,4510366738,C2Q00012,IN,05-02-2023,31-01-2023,,1009,SAI143-H63/PRP,YAS,3U12,2008486896,250,27-12-2022,26-01-2023,19-01-2023,31-01-2023,Ship Out
1.0074E+15,2008472453,330,23-08-2022,Y101,SAI143,2,,L2Q00,4510366738,4510366738,C2Q00012,IN,05-02-2023,31-01-2023,,1009,SAI143-H63/PRP,YAS,3U12,2008486896,310,27-12-2022,26-01-2023,23-01-2023,31-01-2023,Ship Out
1.0074E+15,2008475807,80,17-08-2022,Y101,AAV141,72,,L2Q00,4510371509,4510371509,C2Q00012,IN,10-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008475885,80,03-01-2023,31-01-2023,31-01-2023,07-02-2023,Ship Out
1.0074E+15,2008475807,90,17-08-2022,Y101,AAB841,85,,L2Q00,4510371509,4510371509,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008475885,90,03-01-2023,01-02-2023,01-02-2023,07-02-2023,Ship Out
1.00741E+15,2008478866,10,18-08-2022,Y101,NR805JG,1,A,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR805JG-E3-N-N-M2W1-2-002B-N-N-22/K,YMG,5831,2008478992,10,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,20,18-08-2022,Y101,NR510,3,A,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR510-B10SUS-K-N-N,YMG,5831,2008478992,20,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,30,18-08-2022,Y101,NR822,3,A,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR822-FF-L010-000,YMG,5831,2008478992,30,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,40,18-08-2022,Y101,NR895,2,A,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR895-L020-000/JB,YMG,5831,2008478992,40,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,50,18-08-2022,Y101,NR893JG,1,A,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR893JG-E1BA-28-N-N/C,YMG,5831,2008478992,50,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,60,18-08-2022,Y101,PARTS110A,2,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=K9467BT,YMG,5831,2008478992,60,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,70,18-08-2022,Y101,NR831,1,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR831-E-N-N,YMG,5831,2008478992,70,11-10-2022,27-01-2023,24-01-2023,24-01-2023,Ship Out
1.00741E+15,2008478866,90,18-08-2022,Y101,PARTS110A,1,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=K9428QN,YMG,5831,2008478992,90,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,100,18-08-2022,Y101,PARTS110A,1,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=A1470UP,YMG,5831,2008478992,100,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,110,18-08-2022,Y101,NR8SP01,1,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,NR8SP01-05,YMG,5831,2008478992,110,18-08-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,120,18-08-2022,Y101,PARTS110A,1,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=K9400ZB,YMG,5831,2008478992,120,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,130,18-08-2022,Y101,PARTS110A,2,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=S9500EF,YMG,5831,2008478992,130,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,140,18-08-2022,Y101,PARTS110A,2,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=A1460EF,YMG,5831,2008478992,140,13-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008478866,150,18-08-2022,Y101,PARTS110A,2,,L2Q00,4510375827,4510375827,C2Q00012,IN,06-02-2023,03-02-2023,,1072,PARTS110A=NR805JG=A1108EF,YMG,5831,2008478992,150,14-10-2022,27-01-2023,19-01-2023,19-01-2023,Ship Out
1.00741E+15,2008479760,30,18-08-2022,Y101,AAB841,3,,L2Q00,4510376794,4510376794,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008479715,30,03-01-2023,01-02-2023,31-01-2023,07-02-2023,Ship Out
1.00741E+15,2008479760,40,18-08-2022,Y101,AAV141,8,,L2Q00,4510376794,4510376794,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008479715,40,03-01-2023,01-02-2023,01-02-2023,07-02-2023,Ship Out
1.00741E+15,2008479554,90,18-08-2022,Y101,AAB841,8,,L2Q00,4510376684,4510376684,C2Q00012,IN,06-02-2023,03-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008479575,90,03-01-2023,27-01-2023,27-01-2023,03-02-2023,Ship Out
1.00741E+15,2008479554,100,18-08-2022,Y101,AAV141,38,,L2Q00,4510376684,4510376684,C2Q00012,IN,07-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008479575,100,03-01-2023,30-01-2023,30-01-2023,07-02-2023,Ship Out
1.00741E+15,2008479541,80,18-08-2022,Y101,AAV141,46,,L2Q00,4510376680,4510376680,C2Q00012,IN,06-02-2023,03-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008479546,80,03-01-2023,27-01-2023,27-01-2023,03-02-2023,Ship Out
1.00741E+15,2008479541,90,18-08-2022,Y101,AAB841,52,,L2Q00,4510376680,4510376680,C2Q00012,IN,07-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008479546,90,03-01-2023,30-01-2023,30-01-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,100,19-08-2022,Y101,AAB841,18,,L2Q00,4510379977,4510379977,C2Q00012,IN,10-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008482142,100,03-01-2023,31-01-2023,31-01-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,120,19-08-2022,Y101,AAV141,13,,L2Q00,4510379977,4510379977,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008482142,120,03-01-2023,01-02-2023,31-01-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,260,19-08-2022,Y101,AAB841,18,,L2Q00,4510379977,4510379977,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008482142,260,03-01-2023,01-02-2023,01-02-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,280,19-08-2022,Y101,AAV141,11,,L2Q00,4510379977,4510379977,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008482142,280,03-01-2023,01-02-2023,31-01-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,390,19-08-2022,Y101,AAB841,1,,L2Q00,4510379977,4510379977,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008482142,390,03-01-2023,01-02-2023,31-01-2023,07-02-2023,Ship Out
1.00741E+15,2008482132,410,19-08-2022,Y101,AAV141,1,,L2Q00,4510379977,4510379977,C2Q00012,IN,11-02-2023,07-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008482142,410,03-01-2023,01-02-2023,31-01-2023,07-02-2023,Ship Out
1.00742E+15,2008484240,220,23-08-2022,Y101,AAB841,19,,L2Q00,4510382799,4510382799,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008484273,220,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.00742E+15,2008484240,230,23-08-2022,Y101,AAV141,24,,L2Q00,4510382799,4510382799,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008484273,230,03-01-2023,02-02-2023,01-02-2023,10-02-2023,Ship Out
1.00742E+15,2008421484,130,23-08-2022,Y101,AAB141,8,,L2Q00,4510308094,4510308094,C2Q00012,IN,28-02-2023,10-04-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008421535,110,08-02-2023,20-02-2023,29-03-2023,10-04-2023,Ship Out
1.00742E+15,2008421484,140,23-08-2022,Y101,AAB842,2,,L2Q00,4510308094,4510308094,C2Q00012,IN,19-02-2023,17-02-2023,,1009,AAB842-H50,YAS,3U12,2008421535,120,30-01-2023,09-02-2023,10-02-2023,17-02-2023,Ship Out
1.00742E+15,2008486625,160,23-08-2022,Y101,AAB842,99,,L2Q00,4510385456,4510385456,C2Q00012,IN,20-02-2023,21-02-2023,,1009,AAB842-H53/M4A00,YAS,3U12,2008486696,160,31-01-2023,10-02-2023,13-02-2023,21-02-2023,Ship Out
1.00742E+15,2008486625,170,23-08-2022,Y101,AAB842,29,,L2Q00,4510385456,4510385456,C2Q00012,IN,19-02-2023,17-02-2023,,1009,AAB842-H53/M4A00,YAS,3U12,2008486696,170,30-01-2023,09-02-2023,10-02-2023,17-02-2023,Ship Out
1.00742E+15,2008486625,180,23-08-2022,Y101,AAB141,8,,L2Q00,4510385456,4510385456,C2Q00012,IN,28-02-2023,10-04-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008486696,180,08-02-2023,20-02-2023,29-03-2023,10-04-2023,Ship Out
1.00742E+15,2008486625,200,23-08-2022,Y101,AAB141,79,,L2Q00,4510385456,4510385456,C2Q00012,IN,03-03-2023,10-04-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008486696,200,08-02-2023,21-02-2023,30-03-2023,10-04-2023,Ship Out
1.00742E+15,2008486625,260,23-08-2022,Y101,AAB842,2,,L2Q00,4510385456,4510385456,C2Q00012,IN,19-02-2023,17-02-2023,,1009,AAB842-H53/M4A00,YAS,3U12,2008486696,260,30-01-2023,09-02-2023,10-02-2023,17-02-2023,Ship Out
1.00742E+15,2008486625,270,23-08-2022,Y101,AAB141,2,,L2Q00,4510385456,4510385456,C2Q00012,IN,20-02-2023,21-02-2023,,1009,AAB141-H53/K4A00,YAS,3U12,2008486696,270,31-01-2023,10-02-2023,13-02-2023,21-02-2023,Ship Out
1.00742E+15,2008488746,10,23-08-2022,Y101,FLXA402,22,A,L2Q00,4510387933,4510387933,C2Q00012,IN,15-04-2023,14-04-2023,,1009,FLXA402-A-B-AB-P1-NN-A2-WR-N-R-N-NN,YAS,3U12,2008488790,10,23-03-2023,04-04-2023,03-04-2023,14-04-2023,Ship Out
1.00742E+15,2008488746,20,23-08-2022,Y101,FLXA402,28,A,L2Q00,4510387933,4510387933,C2Q00012,IN,16-04-2023,,,1009,FLXA402-A-B-AB-C1-NN-A2-WR-N-R-N-NN,YAS,3U12,2008488790,20,24-03-2023,05-04-2023,13-04-2023,,Available
1.00742E+15,2008488746,30,23-08-2022,Y101,FLXA402,18,A,L2Q00,4510387933,4510387933,C2Q00012,IN,18-04-2023,14-04-2023,,1009,FLXA402-A-B-AB-C1-NN-A2-WR-N-R-N-NN,YAS,3U12,2008488790,30,27-03-2023,10-04-2023,06-04-2023,14-04-2023,Ship Out
1.00742E+15,2008488746,40,23-08-2022,Y101,FLXA402,4,A,L2Q00,4510387933,4510387933,C2Q00012,IN,17-04-2023,14-04-2023,,1009,FLXA402-A-B-AB-C1-NN-A2-WR-N-R-N-NN,YAS,3U12,2008488790,40,24-03-2023,06-04-2023,05-04-2023,14-04-2023,Ship Out
1.00743E+15,2008496400,60,26-08-2022,Y101,AAB841,7,,L2Q00,4510397348,4510397348,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008496430,60,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.00743E+15,2008496400,70,26-08-2022,Y101,AAV141,17,,L2Q00,4510397348,4510397348,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008496430,70,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.00743E+15,2008493311,20,25-08-2022,Y101,YTA610,2,A,L2Q00,4510393720,4510393720,C2Q00012,IN,02-02-2023,27-02-2023,,1009,YTA610-JA1A2DB/KU2,YCS,5F12,2008493356,10,07-02-2023,25-01-2023,13-02-2023,27-02-2023,Ship Out
1.00743E+15,2008497966,70,26-08-2022,Y101,AAB842,4,,L2Q00,4510399245,4510399245,C2Q00012,IN,19-02-2023,17-02-2023,,1009,AAB842-H50,YAS,3U12,2008497976,70,30-01-2023,09-02-2023,10-02-2023,17-02-2023,Ship Out
1.00743E+15,2008497966,90,26-08-2022,Y101,AAB141,12,,L2Q00,4510399245,4510399245,C2Q00012,IN,28-02-2023,10-04-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008497976,90,08-02-2023,20-02-2023,29-03-2023,10-04-2023,Ship Out
1.00743E+15,2008497965,90,26-08-2022,Y101,AAB842,7,,L2Q00,4510399246,4510399246,C2Q00012,IN,19-02-2023,17-02-2023,,1009,AAB842-H50,YAS,3U12,2008497975,90,30-01-2023,09-02-2023,10-02-2023,17-02-2023,Ship Out
1.00743E+15,2008497965,110,26-08-2022,Y101,AAB141,21,,L2Q00,4510399246,4510399246,C2Q00012,IN,28-02-2023,10-04-2023,,1009,AAB141-H50/K4A00,YAS,3U12,2008497975,110,08-02-2023,20-02-2023,29-03-2023,10-04-2023,Ship Out
1.00744E+15,2008479510,70,29-08-2022,Y101,AAV141,2,,L2Q00,4510376544,4510376544,C2Q00012,IN,12-02-2023,10-02-2023,,1009,AAV141-S53/K4A00,YAS,3U12,2008500992,60,03-01-2023,02-02-2023,02-02-2023,10-02-2023,Ship Out
1.00744E+15,2008479510,80,29-08-2022,Y101,AAB841,2,,L2Q00,4510376544,4510376544,C2Q00012,IN,12-02-2023,07-02-2023,,1009,AAB841-S53/M4A00,YAS,3U12,2008500992,70,03-01-2023,02-02-2023,01-02-2023,07-02-2023,Ship Out
1.00745E+15,2008512262,100,02-09-2022,Y101,AAB841,16,,L2Q00,4510417056,4510417056,C2Q00012,IN,13-02-2023,14-02-2023,,1009,AAB841-S50/M4A00,YAS,3U12,2008512301,100,03-01-2023,03-02-2023,03-02-2023,14-02-2023,Ship Out
1.00745E+15,2008512262,110,02-09-2022,Y101,AAV141,32,,L2Q00,4510417056,4510417056,C2Q00012,IN,13-02-2023,10-02-2023,,1009,AAV141-S50/K4A00,YAS,3U12,2008512301,110,03-01-2023,03-02-2023,03-02-2023,10-02-2023,Ship Out
1.00745E+15,2008512262,140,02-09-2022,Y101,A2LP131,1,,L2Q00,4510417056,4510417056,C2Q00012,IN,31-03-2023,03-03-2023,,1009,A2LP131-S00,YAS,3U12,2008512301,140,14-02-2023,17-03-2023,24-02-2023,03-03-2023,Ship Out
1.00745E+15,2008513112,40,02-09-2022,Y101,AAI141,17,,L2Q00,4510418091,4510418091,C2Q00012,IN,13-02-2023,14-02-2023,,1009,AAI141-S50/A4S10,YAS,3U12,2008513121,40,03-01-2023,03-02-2023,03-02-2023,14-02-2023,Ship Out
1.00745E+15,2008399458,30,02-09-2022,Y101,FLXA21,3,A,L2Q00,4510283730,4510283730,C2Q00012,IN,14-04-2023,,,1009,FLXA21-D-P-D-CB-P1-NN-F-N-LA-N-NN/CD4,YAS,3U12,2008513160,10,22-03-2023,03-04-2023,,,
1.00745E+15,2008399458,40,02-09-2022,Y101,FLXA202,3,A,L2Q00,4510283730,4510283730,C2Q00012,IN,14-04-2023,14-04-2023,,1009,FLXA202-D-C-D-CB-P1-NN-A-N-LA-N-NN/CD4,YAS,3U12,2008513160,20,22-03-2023,03-04-2023,03-04-2023,14-04-2023,Ship Out
1.00745E+15,2008399458,50,02-09-2022,Y101,FLXA21,1,A,L2Q00,4510283730,4510283730,C2Q00012,IN,14-04-2023,14-04-2023,,1009,FLXA21-D-P-D-CB-C1-NN-F-N-LA-N-NN/CD4,YAS,3U12,2008513160,30,22-03-2023,03-04-2023,06-04-2023,14-04-2023,Ship Out
1.00745E+15,2008399458,60,02-09-2022,Y101,FLXA21,1,A,L2Q00,4510283730,4510283730,C2Q00012,IN,14-04-2023,,,1009,FLXA21-D-P-D-CB-P1-NN-F-N-LA-N-NN/CD4,YAS,3U12,2008513160,40,22-03-2023,03-04-2023,,,
1.00745E+15,2008399458,70,02-09-2022,Y101,FLXA202,1,A,L2Q00,4510283730,4510283730,C2Q00012,IN,14-04-2023,14-04-2023,,1009,FLXA202-D-C-D-CB-P1-NN-A-N-LA-N-NN/CD4,YAS,3U12,2008513160,50,22-03-2023,03-04-2023,03-04-2023,14-04-2023,Ship Out
