SAP Linkage No,YHQ Sales Order No,Sales Order Item No,Item Entry Date,Order Type,P/O  No.,Qty,QIC Delivery Style,"Contractor
Corporate
ID","Estimated
FOB","Delivery
Customer
Id","End user
Country
Code","YHQ
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.01E+15,2008968223,30,11-04-2023,Y101,4510970040,63,,L2Q00,10-05-2023,C2Q00004,IN,,,1022,F9900TM,YMG,5826,2008968155,20,11-04-2023,25-04-2023,,,
1.01E+15,2008968223,40,11-04-2023,Y101,4510970040,1000,,L2Q00,31-05-2023,C2Q00004,IN,,,1022,F9940WF,YMG,5826,2008968157,10,11-04-2023,23-05-2023,,,
1.01E+15,2008973473,10,12-04-2023,Y101,4510977325,5000,,L2Q00,01-06-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008973498,10,13-04-2023,24-05-2023,,,
1.01E+15,2008973473,20,12-04-2023,Y101,4510977325,1000,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9270BJ,YMG,5826,2008973498,20,13-04-2023,10-05-2023,18-04-2023,,Available
1.01E+15,2008973473,30,12-04-2023,Y101,4510977325,600,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9342NJ,YMG,5826,2008973499,10,13-04-2023,17-05-2023,,,
1.01E+15,2008973473,40,12-04-2023,Y101,4510977325,180,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008973499,20,13-04-2023,10-05-2023,,,
1.01E+15,2008973473,50,12-04-2023,Y101,4510977325,420,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9920LV,YMG,5826,2008973499,30,13-04-2023,17-05-2023,,,
1.01E+15,2008973473,60,12-04-2023,Y101,4510977325,60,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9913VA,YMG,5826,2008973497,10,13-04-2023,17-05-2023,,,
1.01E+15,2008978934,10,14-04-2023,Y101,4510984229,16,,L2Q00,29-05-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008979000,10,17-04-2023,19-05-2023,,,
1.01E+15,2008978934,20,14-04-2023,Y101,4510984229,16,,L2Q00,29-05-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008979000,20,17-04-2023,19-05-2023,,,
1.01E+15,2008978934,30,14-04-2023,Y101,4510984229,2000,,L2Q00,05-06-2023,C2Q00004,IN,,,1022,F9341JD,YMG,5826,2008979001,10,17-04-2023,26-05-2023,,,
1.01E+15,2008978934,40,14-04-2023,Y101,4510984229,5000,,L2Q00,29-05-2023,C2Q00004,IN,,,1022,F9341JP,YMG,5826,2008979002,10,14-04-2023,19-05-2023,,,
1.01E+15,2008978934,50,14-04-2023,Y101,4510984229,600,,L2Q00,22-05-2023,C2Q00004,IN,,,1022,D0114PB,YMG,5826,2008979003,10,14-04-2023,12-05-2023,,,
1.01E+15,2008978934,60,14-04-2023,Y101,4510984229,1000,,L2Q00,29-05-2023,C2Q00004,IN,,,1022,F9341JS,YMG,5826,2008979003,20,17-04-2023,19-05-2023,,,
1.01E+15,2008978934,70,14-04-2023,Y101,4510984229,180,,L2Q00,05-06-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008979000,30,17-04-2023,26-05-2023,,,
1.01E+15,2008981577,10,17-04-2023,Y101,4510987761,600,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,D0114RZ,YMG,5826,2008981609,10,17-04-2023,08-05-2023,,,
1.01E+15,2008981577,20,17-04-2023,Y101,4510987761,600,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,D0114RZ,YMG,5826,2008981609,20,17-04-2023,08-05-2023,,,
1.01E+15,2008981577,30,17-04-2023,Y101,4510987761,100,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9275EG,YMG,5826,2008981613,10,17-04-2023,17-05-2023,,,
1.01E+15,2008981577,40,17-04-2023,Y101,4510987761,200,,L2Q00,06-06-2023,C2Q00004,IN,,,1022,F9300TE,YMG,5826,2008981613,20,17-04-2023,29-05-2023,,,
1.01E+15,2008981577,50,17-04-2023,Y101,4510987761,200,,L2Q00,06-06-2023,C2Q00004,IN,,,1022,F9300TE,YMG,5826,2008981613,30,17-04-2023,29-05-2023,,,
1.01E+15,2008981577,60,17-04-2023,Y101,4510987761,1200,,L2Q00,10-05-2023,C2Q00004,IN,,,1022,F9900BC,YMG,5826,2008981613,40,17-04-2023,25-04-2023,,,
1.01E+15,2008981577,70,17-04-2023,Y101,4510987761,1200,,L2Q00,12-05-2023,C2Q00004,IN,,,1022,F9900BC,YMG,5826,2008981613,50,17-04-2023,27-04-2023,,,
1.01E+15,2008981577,80,17-04-2023,Y101,4510987761,1200,,L2Q00,17-05-2023,C2Q00004,IN,,,1022,F9900BC,YMG,5826,2008981613,60,17-04-2023,09-05-2023,,,
1.01E+15,2008981577,90,17-04-2023,Y101,4510987761,100,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900GD,YMG,5826,2008981613,70,17-04-2023,22-05-2023,,,
1.01E+15,2008981577,100,17-04-2023,Y101,4510987761,100,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900GD,YMG,5826,2008981613,80,17-04-2023,22-05-2023,,,
1.01E+15,2008981577,110,17-04-2023,Y101,4510987761,32,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913RV,YMG,5826,2008981609,30,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,120,17-04-2023,Y101,4510987761,32,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913RV,YMG,5826,2008981609,40,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,130,17-04-2023,Y101,4510987761,60,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9913TJ,YMG,5826,2008981609,50,18-04-2023,08-05-2023,,,
1.01E+15,2008981577,140,17-04-2023,Y101,4510987761,60,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913VA,YMG,5826,2008981602,10,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,150,17-04-2023,Y101,4510987761,60,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913VA,YMG,5826,2008981602,20,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,160,17-04-2023,Y101,4510987761,60,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913VS,YMG,5826,2008981609,60,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,170,17-04-2023,Y101,4510987761,60,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913VS,YMG,5826,2008981609,70,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,180,17-04-2023,Y101,4510987761,60,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9913VS,YMG,5826,2008981609,80,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,190,17-04-2023,Y101,4510987761,240,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920LV,YMG,5826,2008981609,90,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,200,17-04-2023,Y101,4510987761,240,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920LV,YMG,5826,2008981609,100,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,210,17-04-2023,Y101,4510987761,240,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920LV,YMG,5826,2008981609,110,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,220,17-04-2023,Y101,4510987761,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,120,18-04-2023,15-05-2023,,,
1.01E+15,2008981577,230,17-04-2023,Y101,4510987761,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,130,18-04-2023,15-05-2023,,,
1.01E+15,2008981577,240,17-04-2023,Y101,4510987761,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,140,18-04-2023,15-05-2023,,,
1.01E+15,2008981577,250,17-04-2023,Y101,4510987761,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,150,18-04-2023,15-05-2023,,,
1.01E+15,2008981577,260,17-04-2023,Y101,4510987761,180,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,160,18-04-2023,18-05-2023,,,
1.01E+15,2008981577,270,17-04-2023,Y101,4510987761,180,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,170,18-04-2023,22-05-2023,,,
1.01E+15,2008981577,280,17-04-2023,Y101,4510987761,180,,L2Q00,02-06-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,180,18-04-2023,25-05-2023,,,
1.01E+15,2008981577,290,17-04-2023,Y101,4510987761,180,,L2Q00,06-06-2023,C2Q00004,IN,,,1022,F9920TP,YMG,5826,2008981609,190,18-04-2023,29-05-2023,,,
1.01E+15,2008986706,10,18-04-2023,Y101,4510993922,2000,,L2Q00,01-06-2023,C2Q00004,IN,,,1022,F9341JW,YMG,5826,2008986555,10,,24-05-2023,,,
1.01E+15,2008986706,20,18-04-2023,Y101,4510993922,63,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9900TM,YMG,5826,2008986554,10,,10-05-2023,,,
1.01E+15,2008986706,30,18-04-2023,Y101,4510993922,180,,L2Q00,01-06-2023,C2Q00004,IN,,,1022,F9920TT,YMG,5826,2008986554,20,,24-05-2023,,,
2.01E+15,2008889522,10,07-03-2023,Y101,4510881065,20,,L2Q00,24-04-2023,C2Q00012,IN,14-04-2023,,1022,F9340SB,YMG,5826,2008889693,10,08-03-2023,14-04-2023,07-04-2023,10-04-2023,Ship Out
4.51E+15,2008008788,70,28-04-2022,Y101,4509813690,3000,,L2Q00,25-01-2023,C2Q00012,IN,,,1022,A1098JW-09,,,,,,17-01-2023,,,
4.51E+15,2008887242,10,06-03-2023,Y101,4510878008,10000,,L2Q00,05-04-2023,C2Q00004,IN,24-03-2023,,1022,S9158PB,YMG,5826,2008887281,10,06-03-2023,28-03-2023,17-03-2023,20-03-2023,Ship Out
4.51E+15,2008887242,20,06-03-2023,Y101,4510878008,5000,,L2Q00,10-04-2023,C2Q00004,IN,31-03-2023,,1022,S9083PB,YMG,5826,2008887290,10,06-03-2023,13-04-2023,24-03-2023,27-03-2023,Ship Out
4.51E+15,2008887242,30,06-03-2023,Y101,4510878008,5000,,L2Q00,23-06-2023,C2Q00004,IN,,,1022,A1116JW,YMG,5826,2008887281,20,06-03-2023,15-06-2023,,,
4.51E+15,2008887242,40,06-03-2023,Y101,4510878008,2000,,L2Q00,21-04-2023,C2Q00004,IN,14-04-2023,,1022,A1101JW,YMG,5826,2008887281,30,06-03-2023,13-04-2023,10-04-2023,10-04-2023,Ship Out
4.51E+15,2008887242,50,06-03-2023,Y101,4510878008,250,,L2Q00,31-03-2023,C2Q00004,IN,29-03-2023,,1022,T9050NY,YMG,5826,2008887281,40,06-03-2023,04-04-2023,20-03-2023,22-03-2023,Ship Out
